concept_cd,concept_path,name_char,concept_blob,update_date,download_date,import_date,sourcesystem_cd,upload_id,table_name
C21.0:Total Nucleic Acid,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ANUS AND ANAL CANAL\Anus, NOS\Anus, NOS:Total Nucleic Acid\","Anus, NOS:Total Nucleic Acid",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C21.0:Whole Genome Amplified DNA,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ANUS AND ANAL CANAL\Anus, NOS\Anus, NOS:Whole Genome Amplified DNA\","Anus, NOS:Whole Genome Amplified DNA",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C21.0:Frozen Cell Pellet,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ANUS AND ANAL CANAL\Anus, NOS\Anus, NOS:Frozen Cell Pellet\","Anus, NOS:Frozen Cell Pellet",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C21.0:Fixed Cell Block,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ANUS AND ANAL CANAL\Anus, NOS\Anus, NOS:Fixed Cell Block\","Anus, NOS:Fixed Cell Block",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C21.0:Frozen Cell Block,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ANUS AND ANAL CANAL\Anus, NOS\Anus, NOS:Frozen Cell Block\","Anus, NOS:Frozen Cell Block",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C21.0:Cryopreserved Cells,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ANUS AND ANAL CANAL\Anus, NOS\Anus, NOS:Cryopreserved Cells\","Anus, NOS:Cryopreserved Cells",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
TEMP,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\Not Specified\Not Specified:Gastric Fluid\,Not Specified:Gastric Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C13.8:Frozen Cell Pellet,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\HYPOPHARYNX\Overlapping lesion of hypopharynx\Overlapping lesion of hypopharynx:Frozen Cell Pellet\",Overlapping lesion of hypopharynx:Frozen Cell Pellet,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C13.8:Fixed Cell Block,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\HYPOPHARYNX\Overlapping lesion of hypopharynx\Overlapping lesion of hypopharynx:Fixed Cell Block\",Overlapping lesion of hypopharynx:Fixed Cell Block,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C13.8:Frozen Cell Block,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\HYPOPHARYNX\Overlapping lesion of hypopharynx\Overlapping lesion of hypopharynx:Frozen Cell Block\",Overlapping lesion of hypopharynx:Frozen Cell Block,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C13.8:Not Specified,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\HYPOPHARYNX\Overlapping lesion of hypopharynx\Overlapping lesion of hypopharynx:Not Specified\",Overlapping lesion of hypopharynx:Not Specified,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C13.8:Cryopreserved Cells,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\HYPOPHARYNX\Overlapping lesion of hypopharynx\Overlapping lesion of hypopharynx:Cryopreserved Cells\",Overlapping lesion of hypopharynx:Cryopreserved Cells,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C13.8:Slide,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\HYPOPHARYNX\Overlapping lesion of hypopharynx\Overlapping lesion of hypopharynx:Slide\",Overlapping lesion of hypopharynx:Slide,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C13.8:Plasma,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\HYPOPHARYNX\Overlapping lesion of hypopharynx\Overlapping lesion of hypopharynx:Plasma\",Overlapping lesion of hypopharynx:Plasma,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C13.1:Whole Genome Amplified DNA,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\HYPOPHARYNX\Hypopharyngeal aspect of aryepiglottic fold\Hypopharyngeal aspect of aryepiglottic fold:Whole Genome Amplified DNA\",Hypopharyngeal aspect of aryepiglottic fold:Whole Genome Amplified DNA,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C13.1:Frozen Cell Pellet,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\HYPOPHARYNX\Hypopharyngeal aspect of aryepiglottic fold\Hypopharyngeal aspect of aryepiglottic fold:Frozen Cell Pellet\",Hypopharyngeal aspect of aryepiglottic fold:Frozen Cell Pellet,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C13.1:Fixed Cell Block,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\HYPOPHARYNX\Hypopharyngeal aspect of aryepiglottic fold\Hypopharyngeal aspect of aryepiglottic fold:Fixed Cell Block\",Hypopharyngeal aspect of aryepiglottic fold:Fixed Cell Block,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C10.1:Frozen Cell Pellet,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\OROPHARYNX\Anterior surface of epiglottis\Anterior surface of epiglottis:Frozen Cell Pellet\",Anterior surface of epiglottis:Frozen Cell Pellet,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C10.9:cDNA,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\OROPHARYNX\Oropharynx, NOS\Oropharynx, NOS:cDNA\","Oropharynx, NOS:cDNA",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C13.1:Frozen Cell Block,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\HYPOPHARYNX\Hypopharyngeal aspect of aryepiglottic fold\Hypopharyngeal aspect of aryepiglottic fold:Frozen Cell Block\",Hypopharyngeal aspect of aryepiglottic fold:Frozen Cell Block,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C13.1:Not Specified,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\HYPOPHARYNX\Hypopharyngeal aspect of aryepiglottic fold\Hypopharyngeal aspect of aryepiglottic fold:Not Specified\",Hypopharyngeal aspect of aryepiglottic fold:Not Specified,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C13.1:Cryopreserved Cells,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\HYPOPHARYNX\Hypopharyngeal aspect of aryepiglottic fold\Hypopharyngeal aspect of aryepiglottic fold:Cryopreserved Cells\",Hypopharyngeal aspect of aryepiglottic fold:Cryopreserved Cells,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C13.1:Slide,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\HYPOPHARYNX\Hypopharyngeal aspect of aryepiglottic fold\Hypopharyngeal aspect of aryepiglottic fold:Slide\",Hypopharyngeal aspect of aryepiglottic fold:Slide,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C13.1:Plasma,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\HYPOPHARYNX\Hypopharyngeal aspect of aryepiglottic fold\Hypopharyngeal aspect of aryepiglottic fold:Plasma\",Hypopharyngeal aspect of aryepiglottic fold:Plasma,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C10.1:DNA,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\OROPHARYNX\Anterior surface of epiglottis\Anterior surface of epiglottis:DNA\",Anterior surface of epiglottis:DNA,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C44.9:Microdissected,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\SKIN\Skin, NOS\Skin, NOS:Microdissected\","Skin, NOS:Microdissected",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
"C10.1:RNA, cytoplasmic","\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\OROPHARYNX\Anterior surface of epiglottis\Anterior surface of epiglottis:RNA, cytoplasmic\","Anterior surface of epiglottis:RNA, cytoplasmic",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C10.1:Total Nucleic Acid,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\OROPHARYNX\Anterior surface of epiglottis\Anterior surface of epiglottis:Total Nucleic Acid\",Anterior surface of epiglottis:Total Nucleic Acid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C10.1:Whole Genome Amplified DNA,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\OROPHARYNX\Anterior surface of epiglottis\Anterior surface of epiglottis:Whole Genome Amplified DNA\",Anterior surface of epiglottis:Whole Genome Amplified DNA,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C10.9:Not Specified,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\OROPHARYNX\Oropharynx, NOS\Oropharynx, NOS:Not Specified\","Oropharynx, NOS:Not Specified",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C10.1:Fixed Cell Block,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\OROPHARYNX\Anterior surface of epiglottis\Anterior surface of epiglottis:Fixed Cell Block\",Anterior surface of epiglottis:Fixed Cell Block,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C10.1:Frozen Cell Block,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\OROPHARYNX\Anterior surface of epiglottis\Anterior surface of epiglottis:Frozen Cell Block\",Anterior surface of epiglottis:Frozen Cell Block,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C10.1:Not Specified,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\OROPHARYNX\Anterior surface of epiglottis\Anterior surface of epiglottis:Not Specified\",Anterior surface of epiglottis:Not Specified,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C10.1:Cryopreserved Cells,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\OROPHARYNX\Anterior surface of epiglottis\Anterior surface of epiglottis:Cryopreserved Cells\",Anterior surface of epiglottis:Cryopreserved Cells,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C10.1:Slide,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\OROPHARYNX\Anterior surface of epiglottis\Anterior surface of epiglottis:Slide\",Anterior surface of epiglottis:Slide,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C08.0:Bile,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\OTHER AND UNSPECIFIED MAJOR SALIVARY GLANDS\Submandibular gland\Submandibular gland:Bile\",Submandibular gland:Bile,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C08.0:Fixed Tissue,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\OTHER AND UNSPECIFIED MAJOR SALIVARY GLANDS\Submandibular gland\Submandibular gland:Fixed Tissue\",Submandibular gland:Fixed Tissue,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C08.0:Fixed Tissue Block,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\OTHER AND UNSPECIFIED MAJOR SALIVARY GLANDS\Submandibular gland\Submandibular gland:Fixed Tissue Block\",Submandibular gland:Fixed Tissue Block,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C08.0:Frozen Tissue Block,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\OTHER AND UNSPECIFIED MAJOR SALIVARY GLANDS\Submandibular gland\Submandibular gland:Frozen Tissue Block\",Submandibular gland:Frozen Tissue Block,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C08.0:Fixed Tissue Slide,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\OTHER AND UNSPECIFIED MAJOR SALIVARY GLANDS\Submandibular gland\Submandibular gland:Fixed Tissue Slide\",Submandibular gland:Fixed Tissue Slide,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C08.0:Frozen Tissue Slide,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\OTHER AND UNSPECIFIED MAJOR SALIVARY GLANDS\Submandibular gland\Submandibular gland:Frozen Tissue Slide\",Submandibular gland:Frozen Tissue Slide,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C13.8:Body Cavity Fluid,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\HYPOPHARYNX\Overlapping lesion of hypopharynx\Overlapping lesion of hypopharynx:Body Cavity Fluid\",Overlapping lesion of hypopharynx:Body Cavity Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C44.9:Frozen Tissue,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\SKIN\Skin, NOS\Skin, NOS:Frozen Tissue\","Skin, NOS:Frozen Tissue",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C13.8:Whole Blood,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\HYPOPHARYNX\Overlapping lesion of hypopharynx\Overlapping lesion of hypopharynx:Whole Blood\",Overlapping lesion of hypopharynx:Whole Blood,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C13.8:Vitreous Fluid,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\HYPOPHARYNX\Overlapping lesion of hypopharynx\Overlapping lesion of hypopharynx:Vitreous Fluid\",Overlapping lesion of hypopharynx:Vitreous Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C13.8:Gastric Fluid,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\HYPOPHARYNX\Overlapping lesion of hypopharynx\Overlapping lesion of hypopharynx:Gastric Fluid\",Overlapping lesion of hypopharynx:Gastric Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C13.8:Serum,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\HYPOPHARYNX\Overlapping lesion of hypopharynx\Overlapping lesion of hypopharynx:Serum\",Overlapping lesion of hypopharynx:Serum,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C13.1:Body Cavity Fluid,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\HYPOPHARYNX\Hypopharyngeal aspect of aryepiglottic fold\Hypopharyngeal aspect of aryepiglottic fold:Body Cavity Fluid\",Hypopharyngeal aspect of aryepiglottic fold:Body Cavity Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C13.1:Whole Blood,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\HYPOPHARYNX\Hypopharyngeal aspect of aryepiglottic fold\Hypopharyngeal aspect of aryepiglottic fold:Whole Blood\",Hypopharyngeal aspect of aryepiglottic fold:Whole Blood,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C13.1:Vitreous Fluid,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\HYPOPHARYNX\Hypopharyngeal aspect of aryepiglottic fold\Hypopharyngeal aspect of aryepiglottic fold:Vitreous Fluid\",Hypopharyngeal aspect of aryepiglottic fold:Vitreous Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C13.1:Gastric Fluid,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\HYPOPHARYNX\Hypopharyngeal aspect of aryepiglottic fold\Hypopharyngeal aspect of aryepiglottic fold:Gastric Fluid\",Hypopharyngeal aspect of aryepiglottic fold:Gastric Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C10.9:protein,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\OROPHARYNX\Oropharynx, NOS\Oropharynx, NOS:protein\","Oropharynx, NOS:protein",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C10.1:Plasma,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\OROPHARYNX\Anterior surface of epiglottis\Anterior surface of epiglottis:Plasma\",Anterior surface of epiglottis:Plasma,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C10.1:Body Cavity Fluid,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\OROPHARYNX\Anterior surface of epiglottis\Anterior surface of epiglottis:Body Cavity Fluid\",Anterior surface of epiglottis:Body Cavity Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C10.1:Whole Blood,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\OROPHARYNX\Anterior surface of epiglottis\Anterior surface of epiglottis:Whole Blood\",Anterior surface of epiglottis:Whole Blood,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C10.1:Vitreous Fluid,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\OROPHARYNX\Anterior surface of epiglottis\Anterior surface of epiglottis:Vitreous Fluid\",Anterior surface of epiglottis:Vitreous Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C10.1:Gastric Fluid,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\OROPHARYNX\Anterior surface of epiglottis\Anterior surface of epiglottis:Gastric Fluid\",Anterior surface of epiglottis:Gastric Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C08.0:Fresh Tissue,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\OTHER AND UNSPECIFIED MAJOR SALIVARY GLANDS\Submandibular gland\Submandibular gland:Fresh Tissue\",Submandibular gland:Fresh Tissue,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C08.0:Microdissected,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\OTHER AND UNSPECIFIED MAJOR SALIVARY GLANDS\Submandibular gland\Submandibular gland:Microdissected\",Submandibular gland:Microdissected,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C08.0:Frozen Tissue,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\OTHER AND UNSPECIFIED MAJOR SALIVARY GLANDS\Submandibular gland\Submandibular gland:Frozen Tissue\",Submandibular gland:Frozen Tissue,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C08.0:Not Specified,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\OTHER AND UNSPECIFIED MAJOR SALIVARY GLANDS\Submandibular gland\Submandibular gland:Not Specified\",Submandibular gland:Not Specified,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
"C08.8:RNA, poly-A enriched","\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\OTHER AND UNSPECIFIED MAJOR SALIVARY GLANDS\Overlapping lesion of major salivary glands\Overlapping lesion of major salivary glands:RNA, poly-A enriched\","Overlapping lesion of major salivary glands:RNA, poly-A enriched",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
"C08.8:RNA, nuclear","\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\OTHER AND UNSPECIFIED MAJOR SALIVARY GLANDS\Overlapping lesion of major salivary glands\Overlapping lesion of major salivary glands:RNA, nuclear\","Overlapping lesion of major salivary glands:RNA, nuclear",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C08.8:Not Specified,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\OTHER AND UNSPECIFIED MAJOR SALIVARY GLANDS\Overlapping lesion of major salivary glands\Overlapping lesion of major salivary glands:Not Specified\",Overlapping lesion of major salivary glands:Not Specified,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C08.8:protein,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\OTHER AND UNSPECIFIED MAJOR SALIVARY GLANDS\Overlapping lesion of major salivary glands\Overlapping lesion of major salivary glands:protein\",Overlapping lesion of major salivary glands:protein,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C13.1:Cerebrospinal Fluid,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\HYPOPHARYNX\Hypopharyngeal aspect of aryepiglottic fold\Hypopharyngeal aspect of aryepiglottic fold:Cerebrospinal Fluid\",Hypopharyngeal aspect of aryepiglottic fold:Cerebrospinal Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C08.8:cDNA,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\OTHER AND UNSPECIFIED MAJOR SALIVARY GLANDS\Overlapping lesion of major salivary glands\Overlapping lesion of major salivary glands:cDNA\",Overlapping lesion of major salivary glands:cDNA,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C13.1:Serum,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\HYPOPHARYNX\Hypopharyngeal aspect of aryepiglottic fold\Hypopharyngeal aspect of aryepiglottic fold:Serum\",Hypopharyngeal aspect of aryepiglottic fold:Serum,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C08.8:RNA,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\OTHER AND UNSPECIFIED MAJOR SALIVARY GLANDS\Overlapping lesion of major salivary glands\Overlapping lesion of major salivary glands:RNA\",Overlapping lesion of major salivary glands:RNA,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C13.8:Amniotic Fluid,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\HYPOPHARYNX\Overlapping lesion of hypopharynx\Overlapping lesion of hypopharynx:Amniotic Fluid\",Overlapping lesion of hypopharynx:Amniotic Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C13.8:Cerebrospinal Fluid,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\HYPOPHARYNX\Overlapping lesion of hypopharynx\Overlapping lesion of hypopharynx:Cerebrospinal Fluid\",Overlapping lesion of hypopharynx:Cerebrospinal Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C13.8:Bile,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\HYPOPHARYNX\Overlapping lesion of hypopharynx\Overlapping lesion of hypopharynx:Bile\",Overlapping lesion of hypopharynx:Bile,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C13.8:Fixed Tissue,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\HYPOPHARYNX\Overlapping lesion of hypopharynx\Overlapping lesion of hypopharynx:Fixed Tissue\",Overlapping lesion of hypopharynx:Fixed Tissue,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C13.8:Fixed Tissue Block,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\HYPOPHARYNX\Overlapping lesion of hypopharynx\Overlapping lesion of hypopharynx:Fixed Tissue Block\",Overlapping lesion of hypopharynx:Fixed Tissue Block,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C13.8:Frozen Tissue Block,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\HYPOPHARYNX\Overlapping lesion of hypopharynx\Overlapping lesion of hypopharynx:Frozen Tissue Block\",Overlapping lesion of hypopharynx:Frozen Tissue Block,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
